,deliverCoin,deliverPoint,leftTime,noPassNum,packageId,passNum,passRate,product_id,status,submitDate,task_id
0,0,0,0,4,10541975,16,0.800000011920929,12714588,5,1556601270000,132801
1,0,0,0,1,10541600,19,0.949999988079071,12714588,5,1556601058000,132801
2,0,0,0,5,10541009,15,0.75,12714588,5,1556600880000,132801
3,0,0,0,0,10540728,20,1.0,12714588,5,1556600650000,132801
4,0,0,0,2,10540436,18,0.8999999761581421,12714588,5,1556600528000,132801
5,0,0,0,1,10540119,19,0.949999988079071,12714588,5,1556600388000,132801
6,0,0,0,0,10539509,20,1.0,12714588,5,1556600243000,132801
7,0,0,0,6,10479674,14,0.699999988079071,12714588,5,1556525841000,132711
8,0,0,0,2,10464427,18,0.8999999761581421,12714588,5,1556515799000,132683
9,0,0,0,5,10464167,15,0.75,12714588,5,1556515618000,132683
10,0,0,0,3,10463910,17,0.8500000238418579,12714588,5,1556515454000,132683
11,0,0,0,1,10463015,19,0.949999988079071,12714588,5,1556514800000,132683
12,0,0,0,2,10462752,18,0.8999999761581421,12714588,5,1556514636000,132681
13,0,0,0,0,10462395,20,1.0,12714588,5,1556514473000,132681
14,0,0,0,0,10462148,20,1.0,12714588,5,1556514267000,132681
15,0,0,0,3,10461975,17,0.8500000238418579,12714588,5,1556514117000,132681
16,0,0,0,0,10461752,20,1.0,12714588,5,1556513998000,132681
17,0,0,0,0,10461538,20,1.0,12714588,5,1556513850000,132681
18,0,0,0,1,10461302,19,0.949999988079071,12714588,5,1556513681000,132681
19,0,0,0,1,10460985,19,0.949999988079071,12714588,5,1556513526000,132681
20,0,0,0,1,10460795,19,0.949999988079071,12714588,5,1556513309000,132681
21,0,0,0,1,10458805,19,0.949999988079071,12714588,5,1556513184000,132681
22,0,0,0,1,10458548,19,0.949999988079071,12714588,5,1556511654000,132681
23,0,0,0,0,10458376,20,1.0,12714588,5,1556511445000,132681
24,0,0,0,3,10458194,17,0.8500000238418579,12714588,5,1556511308000,132681
25,0,0,0,0,10458002,20,1.0,12714588,5,1556511149000,132681
26,0,0,0,0,10457765,0,0.0,12714588,3,1556510955000,132675
27,0,0,0,0,10457324,0,0.0,12714588,3,1556510425000,132675
28,0,0,0,0,10457141,0,0.0,12714588,3,1556510157000,132675
29,0,0,0,0,10456948,0,0.0,12714588,3,1556509956000,132675
30,0,0,0,1,10456630,19,0.949999988079071,12714588,5,1556509760000,132675
31,0,0,0,0,10504607,0,0.0,12714588,3,1556540927000,132656
32,0,0,0,0,10504149,0,0.0,12714588,3,1556540635000,132656
33,0,0,0,0,10503621,0,0.0,12714588,3,1556540329000,132656
34,0,0,0,0,10503224,0,0.0,12714588,3,1556539975000,132656
35,0,0,0,0,10502786,0,0.0,12714588,3,1556539716000,132656
36,0,0,0,0,10502199,0,0.0,12714588,3,1556539385000,132656
37,0,0,0,0,10501567,0,0.0,12714588,3,1556538980000,132656
38,0,0,0,0,10447756,0,0.0,12714588,3,1556503169000,132656
39,0,0,0,2,10408619,18,0.8999999761581421,12714588,5,1556429635000,132582
40,0,0,0,0,10406275,20,1.0,12714588,5,1556428477000,132582
41,0,0,0,3,10408318,17,0.8500000238418579,12714588,5,1556429404000,132578
42,0,0,0,5,10408074,15,0.75,12714588,5,1556429276000,132578
43,0,0,0,3,10407825,17,0.8500000238418579,12714588,5,1556429138000,132578
44,0,0,0,1,10407447,19,0.949999988079071,12714588,5,1556429009000,132578
45,0,0,0,1,10407026,19,0.949999988079071,12714588,5,1556428805000,132578
46,0,0,0,0,10406375,20,1.0,12714588,5,1556428602000,132578
47,0,0,0,1,10405920,19,0.949999988079071,12714588,5,1556428259000,132578
48,0,0,0,0,10405577,20,1.0,12714588,5,1556428105000,132578
49,0,0,0,0,10405189,20,1.0,12714588,5,1556427963000,132578
50,0,0,0,3,10404571,17,0.8500000238418579,12714588,5,1556427797000,132578
51,0,0,0,0,10404190,20,1.0,12714588,5,1556427535000,132578
52,0,0,0,4,10403853,16,0.800000011920929,12714588,5,1556427384000,132578
53,0,0,0,0,10403513,20,1.0,12714588,5,1556427258000,132578
54,0,0,0,3,10403155,17,0.8500000238418579,12714588,5,1556427119000,132578
55,0,0,0,1,10402839,19,0.949999988079071,12714588,5,1556426960000,132578
56,0,0,0,1,10402432,19,0.949999988079071,12714588,5,1556426827000,132578
57,0,0,0,1,10401970,19,0.949999988079071,12714588,5,1556426629000,132578
58,0,0,0,1,10400018,19,0.949999988079071,12714588,5,1556426425000,132578
59,0,0,0,4,10398884,16,0.800000011920929,12714588,5,1556425046000,132578
60,0,0,0,3,10398083,17,0.8500000238418579,12714588,5,1556423986000,132566
61,0,0,0,0,10395971,20,1.0,12714588,5,1556422653000,132566
62,0,0,0,0,10434034,0,0.0,12714588,3,1556454034000,132555
63,0,0,0,0,10433831,0,0.0,12714588,3,1556450795000,132555
64,0,0,0,0,10433586,0,0.0,12714588,3,1556450435000,132555
65,0,0,0,0,10395978,0,0.0,12714588,3,1556422889000,132555
66,0,0,0,0,10435942,0,0.0,12714588,3,1556454308000,132551
67,0,0,0,0,10435799,0,0.0,12714588,3,1556453779000,132551
68,0,0,0,0,10435639,0,0.0,12714588,3,1556453561000,132551
69,0,0,0,0,10435505,0,0.0,12714588,3,1556453326000,132551
70,0,0,0,0,10435348,0,0.0,12714588,3,1556453132000,132551
71,0,0,0,0,10434442,0,0.0,12714588,3,1556452870000,132551
72,0,0,0,0,10434297,0,0.0,12714588,3,1556451451000,132551
